year,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,country,latitude,longitude,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,total_damages
2006,Hydrological,Flood,Riverine flood,NA,India,25.62,83.67,2006,6,24,2006,6,27,130,NA
2006,Hydrological,Flood,Riverine flood,NA,India,22.41,71.31,2006,7,4,2006,7,7,24,NA
2006,Hydrological,Flood,Riverine flood,NA,India,34.61,73.2,2006,7,24,2006,8,22,15,NA
2006,Hydrological,Flood,Riverine flood,NA,India,27.59,81.52,2006,8,29,2006,9,4,42,NA
2006,Hydrological,Flood,Riverine flood,NA,India,14.13,79.93,2006,10,26,2006,11,4,47,NA
2006,Hydrological,Flood,Riverine flood,NA,India,18.1,81.53,2006,8,1,2006,9,10,185,NA
2006,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),28.12,56.865,2006,2,28,2006,2,28,NA,NA
2006,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),33.5,48.78,2006,3,31,2006,3,31,63,42262
2006,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),30.79,56.7,2006,5,7,2006,5,7,NA,NA
2006,Hydrological,Flood,Riverine flood,NA,Iran (Islamic Republic of),38.69,47.88,2006,5,8,2006,5,13,14,16000
2006,Hydrological,Flood,Flash flood,NA,Iraq,36.23,44.81,2006,11,5,2006,11,7,20,NA
2006,Hydrological,Flood,Riverine flood,NA,Iraq,34.21,45.49,2006,2,4,2006,2,12,NA,1300
2007,Hydrological,Flood,Riverine flood,NA,Haiti,19.41,-71.78,2007,3,26,2007,3,30,14,NA
2007,Hydrological,Flood,Riverine flood,NA,Afghanistan,33.25,64.89,2007,3,18,2007,3,26,104,NA
2007,Hydrological,Flood,Riverine flood,NA,Bolivia (Plurinational State of),-16.97,-61.96,2007,1,10,2007,5,1,40,90000
2007,Hydrological,Flood,Flash flood,NA,Brazil,-22.42,-44,2007,1,1,2007,1,12,59,125000
2007,Geophysical,Volcanic activity,Ash fall,NA,Colombia,2.93,-76.03,2007,4,18,2007,4,18,NA,NA
2007,Hydrological,Flood,Riverine flood,NA,Dominican Republic (the),19.41,-71.78,2007,3,26,2007,3,30,3,NA
2007,Hydrological,Flood,Flash flood,NA,Indonesia,-8.57,120.76,2007,3,1,2007,3,10,74,NA
2007,Hydrological,Landslide,Landslide,NA,Indonesia,3.56,125.54,2007,1,12,2007,1,14,32,NA
2007,Hydrological,Flood,Riverine flood,NA,Angola,-12.95,24.37,2007,1,10,2007,5,10,NA,NA
2007,Hydrological,Flood,Riverine flood,NA,Angola,-8.87,13.36,2007,1,17,2007,1,25,105,NA
2007,Hydrological,Flood,Riverine flood,NA,Argentina,-31.99,-59.12,2007,3,20,2007,4,26,5,10000
2007,Hydrological,Flood,Riverine flood,NA,Burundi,-3.14,30.4,2007,1,1,2007,1,17,4,NA
2007,Hydrological,Flood,Flash flood,NA,Algeria,35.64,4.2,2007,4,13,2007,4,15,22,13561
2007,Hydrological,Flood,Riverine flood,NA,Spain,41.65,-0.65,2007,4,3,2007,4,5,1,NA
2007,Hydrological,Flood,Riverine flood,NA,Fiji,-17.77,177.48,2007,2,3,2007,2,20,1,30000
2007,Geophysical,Earthquake,Ground movement,NA,Indonesia,-0.488,100.53,2007,3,6,2007,3,6,67,200000
2007,Hydrological,Flood,Riverine flood,NA,Indonesia,-6.22,106.83,2007,1,31,2007,2,22,68,971000
2005,Geophysical,Earthquake,Ground movement,NA,El Salvador,13.835,-89.759,2005,5,5,2005,5,5,1,NA
2005,Geophysical,Earthquake,Ground movement,NA,Pakistan,34.539,73.588,2005,10,8,2005,10,8,73338,5200000
2005,Geophysical,Earthquake,Ground movement,NA,Peru,-19.987,-69.197,2005,6,13,2005,6,13,NA,50
2005,Geophysical,Earthquake,Ground movement,NA,Peru,-5.678,-76.398,2005,9,26,2005,9,26,5,NA
2005,Geophysical,Earthquake,Ground movement,NA,Papua New Guinea,-6.319,146.846,2005,6,4,2005,6,4,1,NA
2005,Geophysical,Volcanic activity,Ash fall,NA,Papua New Guinea,-4.08,145.037,2005,6,2,2005,6,10,NA,NA
2005,Geophysical,Volcanic activity,Ash fall,NA,El Salvador,13.852846,-89.63,2005,10,1,2005,10,1,2,NA
2005,Geophysical,Earthquake,Ground movement,NA,Turkey,39.22,41.08,2005,6,6,2005,6,6,NA,NA
2005,Geophysical,Earthquake,Ground movement,NA,"Tanzania, United Republic of",-6.224,29.83,2005,12,5,2005,12,5,2,NA
2005,Geophysical,Volcanic activity,Ash fall,NA,Vanuatu,-16.507,168.346,2005,11,27,2005,11,27,NA,NA
2005,Geophysical,Earthquake,Ground movement,NA,Congo (the Democratic Republic of the),-6.224,29.83,2005,12,5,2005,12,5,6,NA
2006,Hydrological,Flood,Riverine flood,NA,United States of America (the),37.69,-99.99,2006,4,4,2006,4,17,1,259000
2006,Hydrological,Flood,Riverine flood,NA,United States of America (the),22.15,-99.99,2006,3,14,2006,3,23,7,12000
2006,Meteorological,Storm,Tropical cyclone,NA,Mexico,25.35,-111.81,2006,9,2,2006,9,4,7,NA
2006,Meteorological,Storm,Tropical cyclone,NA,Mexico,24.47,-107.04,2006,9,16,2006,9,18,4,2700
2006,Meteorological,Storm,Tropical cyclone,NA,Philippines (the),24,112.11,2006,7,11,2006,7,17,37,3000
2006,Meteorological,Storm,Tropical cyclone,NA,Philippines (the),16.68,107.21,2006,9,27,2006,10,6,228,113000
2006,Meteorological,Storm,Tropical cyclone,NA,Philippines (the),17.02,121.82,2006,10,30,2006,11,1,34,9077
2006,Meteorological,Storm,Tropical cyclone,NA,Viet Nam,24,112.11,2006,7,11,2006,7,19,17,NA
2006,Geophysical,Earthquake,Ground movement,NA,United States of America (the),19.878,-155.935,2006,10,15,2006,10,15,NA,150000
2006,Hydrological,Flood,Riverine flood,NA,Panama,8.9,-78.71,2006,11,21,2006,11,30,11,NA
2006,Meteorological,Storm,Tropical cyclone,NA,Philippines (the),10.33,106.74,2006,11,30,2006,12,8,1399,66400
2006,Hydrological,Flood,Riverine flood,NA,Japan,35.34,136.22,2006,6,19,2006,7,20,34,NA
2006,Hydrological,Flood,Riverine flood,NA,Japan,31.54,130.99,2006,7,22,2006,7,26,8,NA
2006,Hydrological,Flood,Flash flood,NA,Korea (the Republic of),37.56,127.17,2006,7,12,2006,7,20,46,NA
2006,Hydrological,Flood,Riverine flood,NA,Sri Lanka,7.32,80.03,2006,10,26,2006,11,20,25,3000
2006,Hydrological,Flood,Flash flood,NA,Malaysia,1.87,103.22,2006,12,19,2006,12,20,6,22000
2006,Hydrological,Flood,Riverine flood,NA,Pakistan,34.61,73.2,2006,7,24,2006,8,22,40,NA
2006,Hydrological,Flood,Riverine flood,NA,Philippines (the),12.44,124.77,2006,12,27,2006,12,29,NA,3395
2006,Hydrological,Flood,Riverine flood,NA,Papua New Guinea,-4.26,143.22,2006,4,12,2006,4,18,NA,NA
2006,Hydrological,Landslide,Mudslide,NA,Papua New Guinea,-6.16,143.7,2006,4,27,2006,4,30,1,NA
2006,Hydrological,Flood,Flash flood,NA,Korea (the Democratic People's Republic of),37.56,127.17,2006,7,12,2006,7,20,278,NA
2006,Hydrological,Flood,Riverine flood,NA,Portugal,41.65,-7.87,2006,10,22,2006,11,8,NA,NA
2006,Hydrological,Flood,Flash flood,NA,Romania,47.15,47.46,2006,6,20,2006,6,26,14,NA
2006,Hydrological,Flood,Riverine flood,NA,Serbia Montenegro,45.26,20.75,2006,4,4,2006,5,11,NA,NA
2006,Hydrological,Flood,Flash flood,NA,Thailand,18.18,100.15,2006,5,22,2006,6,11,116,25000
2006,Hydrological,Flood,Riverine flood,NA,Thailand,18.76,100.02,2006,8,20,2006,12,13,164,9940
2006,Hydrological,Flood,Riverine flood,NA,United States of America (the),40.41,-75.78,2006,6,25,2006,7,1,11,1000000
2006,Hydrological,Flood,Riverine flood,NA,Viet Nam,17.76,106.15,2006,8,12,2006,8,30,42,8000
2006,Hydrological,Flood,Riverine flood,NA,Namibia,-24.53,17.98,2006,2,24,2006,2,28,5,8490
2006,Hydrological,Flood,Riverine flood,NA,Philippines (the),7.61,125.83,2006,10,21,2006,10,27,2,763
2006,Hydrological,Flood,Riverine flood,NA,Romania,44.5,23.87,2006,4,7,2006,5,24,NA,NA
2006,Hydrological,Flood,Riverine flood,NA,Russian Federation (the),58.33,114.58,2006,6,4,2006,6,12,NA,125000
2006,Hydrological,Flood,Riverine flood,NA,Serbia Montenegro,42.6,20.83,2006,2,21,2006,3,2,NA,NA
2006,Hydrological,Flood,Riverine flood,NA,Ukraine,44.5,23.87,2006,4,7,2006,5,24,NA,NA
2006,Hydrological,Flood,Riverine flood,NA,Ukraine,45.09,34.62,2006,7,2,2006,7,3,2,23855
2006,Hydrological,Flood,Riverine flood,NA,Cambodia,11.06,104.68,2006,8,10,2006,11,1,5,NA
2006,Meteorological,Storm,Tropical cyclone,NA,Philippines (the),26.39,117.39,2006,7,24,2006,7,28,4,471
2006,Meteorological,Storm,Tropical cyclone,NA,Philippines (the),15.86,120.74,2006,6,30,2006,8,2,8,645
2006,Hydrological,Flood,Riverine flood,NA,United States of America (the),43.16,-70.79,2006,5,11,2006,5,22,2,85000
2006,Hydrological,Flood,Riverine flood,NA,United States of America (the),37.21,-87.62,2006,9,22,2006,9,26,14,NA
2006,Hydrological,Flood,Riverine flood,NA,Yemen,15.1,43.88,2006,4,3,2006,4,5,25,NA
2006,Meteorological,Storm,Tropical cyclone,NA,Mexico,24.93,-107.53,2006,10,25,2006,10,28,4,NA
2006,Meteorological,Storm,Tropical cyclone,NA,Myanmar,18.37,94.95,2006,4,29,2006,5,5,34,NA
2006,Hydrological,Landslide,Landslide,NA,Nepal,28.69,81.31,2006,8,26,2006,9,13,147,NA
2006,Meteorological,Storm,Tropical cyclone,NA,United States of America (the),34.74,-77.87,2006,8,2,2006,9,7,6,32860
2006,Meteorological,Storm,Tropical cyclone,NA,Viet Nam,10.33,106.74,2006,11,30,2006,12,8,95,456000
2006,Hydrological,Flood,Riverine flood,NA,Kenya,2.25,37.53,2006,4,4,2006,5,22,60,NA
2006,Hydrological,Flood,Riverine flood,NA,Kenya,-3.24,40.01,2006,10,15,2006,10,26,30,NA
2006,Geophysical,Earthquake,Ground movement,NA,Kyrgyzstan,42.156,76.163,2006,12,26,2006,12,26,NA,NA
2006,Hydrological,Flood,Riverine flood,NA,Cambodia,11.43,103.53,2006,7,6,2006,7,7,NA,NA
2006,Hydrological,Flood,Riverine flood,NA,Morocco,32.15,-4.05,2006,5,26,2006,5,28,6,NA
2006,Hydrological,Flood,Riverine flood,NA,Mexico,31.76,-106.39,2006,7,27,2006,8,7,NA,NA
2006,Hydrological,Flood,Flash flood,NA,Mali,14.42,-1.02,2006,8,3,2006,10,11,1,NA
2006,Hydrological,Flood,Riverine flood,NA,Myanmar,19.91,95.45,2006,9,15,2006,10,19,25,NA
2006,Geophysical,Earthquake,Ground movement,NA,Mozambique,-21.324,33.583,2006,2,22,2006,2,22,4,NA
2006,Hydrological,Flood,Flash flood,NA,Mauritania,14.42,-1.02,2006,8,3,2006,10,11,NA,NA
2006,Hydrological,Flood,Riverine flood,NA,Mauritania,17.75,-15,2006,7,22,2006,7,24,7,NA
2006,Hydrological,Flood,Flash flood,NA,Malawi,-15.96,34.51,2006,11,27,2006,11,29,5,NA
2006,Hydrological,Flood,Riverine flood,NA,Malawi,-14.59,35.12,2006,3,7,2006,3,14,3,NA
2006,Hydrological,Flood,Riverine flood,NA,Malaysia,4.33,102.54,2006,2,10,2006,2,18,NA,NA
2006,Hydrological,Flood,Riverine flood,NA,Malaysia,5.27,102.15,2006,4,20,2006,4,21,NA,NA
2006,Hydrological,Flood,Flash flood,NA,Nigeria,14.42,-1.02,2006,8,3,2006,10,11,NA,NA
2006,Hydrological,Flood,Riverine flood,NA,Nigeria,6.94,6.35,2006,7,15,2006,7,17,NA,NA
2006,Hydrological,Flood,Riverine flood,NA,Nepal,25.62,83.67,2006,6,24,2006,8,3,NA,NA
2006,Hydrological,Flood,Flash flood,NA,New Zealand,-45.69,170.37,2006,4,26,2006,4,28,NA,3000
2006,Hydrological,Flood,Flash flood,NA,Pakistan,32.89,73.88,2006,8,31,2006,9,11,20,NA
2006,Hydrological,Flood,Riverine flood,NA,Pakistan,33.06,69.95,2006,7,9,2006,7,13,13,NA
2006,Hydrological,Flood,Riverine flood,NA,Pakistan,25.03,67.12,2006,8,1,2006,8,22,74,NA
2006,Hydrological,Flood,Riverine flood,NA,Pakistan,20.19,73.82,2006,7,28,2006,9,12,NA,NA
2006,Hydrological,Landslide,Landslide,NA,Pakistan,35.35,72.62,2006,7,3,2006,7,4,29,NA
2006,Geophysical,Volcanic activity,Ash fall,NA,Peru,-16.355,-70.9,2006,3,27,2006,4,23,NA,NA
2006,Geophysical,Volcanic activity,Ash fall,NA,Philippines (the),13.257,123.685,2006,8,13,2006,8,13,NA,NA
2006,Hydrological,Flood,Flash flood,NA,Philippines (the),17.02,121.82,2006,1,26,2006,2,5,4,9600
2006,Hydrological,Flood,Flash flood,NA,Philippines (the),7.17,125.57,2006,3,4,2006,3,6,1,NA
2006,Meteorological,Storm,Tropical cyclone,NA,Philippines (the),21.11,110.11,2006,8,2,2006,8,6,6,135000
2006,Hydrological,Flood,Riverine flood,NA,Papua New Guinea,-9.07,147.28,2006,2,3,2006,2,19,1,NA
2006,Hydrological,Flood,Riverine flood,NA,Poland,49.5,20.93,2006,6,4,2006,6,6,NA,NA
2006,Hydrological,Flood,Riverine flood,NA,Romania,47.8,25.95,2006,6,30,2006,7,3,30,NA
2006,Geophysical,Earthquake,Ground movement,NA,Russian Federation (the),60.949,167.089,2006,4,20,2006,4,20,NA,55000
2006,Hydrological,Flood,Riverine flood,NA,Russian Federation (the),50.78,87.14,2006,4,21,2006,5,11,NA,7411
2006,Hydrological,Flood,Riverine flood,NA,Russian Federation (the),50.79,106.52,2006,7,12,2006,7,14,NA,NA
2006,Hydrological,Landslide,Landslide,NA,Rwanda,-1.79,29.94,2006,11,28,2006,11,30,24,NA
2006,Hydrological,Flood,Riverine flood,NA,Sudan (the),13.21,34.76,2006,8,13,2006,9,26,27,NA
2006,Geophysical,Earthquake,Ground movement,NA,El Salvador,14.028,-89.785,2006,12,17,2006,12,17,NA,NA
2006,Hydrological,Flood,Flash flood,NA,Somalia,2.665,45.45,2006,8,4,2006,8,9,5,NA
2006,Hydrological,Flood,Riverine flood,NA,Somalia,3.1,45.44,2006,8,24,2006,10,10,5,NA
2006,Hydrological,Flood,Riverine flood,NA,Somalia,4.64,44.6,2006,10,26,2006,12,1,52,NA
2006,Hydrological,Flood,Riverine flood,NA,Somalia,0.78,39.72,2006,10,23,2006,12,19,35,NA
2006,Hydrological,Flood,Riverine flood,NA,Suriname,3.42,-56.48,2006,5,7,2006,5,29,3,NA
2006,Hydrological,Flood,Riverine flood,NA,Slovakia,48.67,19.08,2006,3,28,2006,5,9,1,NA
2006,Hydrological,Flood,Riverine flood,NA,Slovakia,49.5,20.93,2006,6,4,2006,6,6,NA,NA
2006,Hydrological,Flood,Riverine flood,NA,Chad,10.33,15.33,2006,9,5,2006,10,17,52,NA
2006,Hydrological,Flood,Riverine flood,NA,Thailand,4.33,102.54,2006,2,10,2006,2,18,NA,NA
2006,Geophysical,Earthquake,Ground movement,NA,Tajikistan,37.255,68.828,2006,7,29,2006,7,29,3,22000
2006,Hydrological,Flood,Flash flood,NA,Turkey,37.64,39.65,2006,10,27,2006,11,7,47,317000
2006,Hydrological,Flood,Riverine flood,NA,Turkey,39.74,41.1,2006,7,1,2006,7,3,12,NA
2006,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),21.799,120.547,2006,12,26,2006,12,26,2,NA
2006,Hydrological,Flood,Riverine flood,NA,Taiwan (Province of China),24.07,120.79,2006,6,10,2006,6,13,3,116130
2006,Meteorological,Storm,Tropical cyclone,NA,Taiwan (Province of China),26.39,117.28,2006,7,24,2006,7,28,NA,NA
2006,Hydrological,Flood,Riverine flood,NA,"Tanzania, United Republic of",-3.33,37.22,2006,5,9,2006,5,17,NA,NA
2006,Hydrological,Flood,Riverine flood,NA,Uganda,1.38,34.28,2006,8,12,2006,8,21,3,NA
2006,Hydrological,Flood,Riverine flood,NA,Uganda,0.78,39.72,2006,10,23,2006,12,19,NA,NA
2006,Hydrological,Flood,Riverine flood,NA,United States of America (the),41.41,-86.91,2006,6,22,2006,6,25,2,7000
2006,Hydrological,Flood,Riverine flood,NA,United States of America (the),31.76,-106.39,2006,7,27,2006,8,7,NA,100000
2006,Hydrological,Flood,Riverine flood,NA,United States of America (the),41.52,-81.09,2006,7,27,2006,7,30,1,NA
2006,Hydrological,Flood,Riverine flood,NA,United States of America (the),62.45,-99.99,2006,8,19,2006,8,24,NA,15500
2006,Hydrological,Flood,Riverine flood,NA,United States of America (the),60.88,-145.99,2006,10,9,2006,10,14,NA,NA
2006,Hydrological,Flood,Riverine flood,NA,United States of America (the),47.86,-122.15,2006,11,5,2006,11,10,2,NA
2006,Hydrological,Flood,Riverine flood,NA,Viet Nam,11.06,104.68,2006,8,10,2006,11,1,60,NA
2006,Meteorological,Storm,Tropical cyclone,NA,Viet Nam,16.68,107.21,2006,9,27,2006,10,6,71,624000
2006,Geophysical,Volcanic activity,Ash fall,NA,Vanuatu,-16.507,168.346,2006,5,9,2006,5,9,NA,NA
2006,Hydrological,Flood,Flash flood,NA,Yemen,14.54,44.18,2006,2,20,2006,2,23,5,NA
2006,Hydrological,Flood,Riverine flood,NA,South Africa,-27.44,24.83,2006,3,26,2006,3,30,6,71000
2006,Hydrological,Flood,Riverine flood,NA,South Africa,-33.538,26.3,2006,8,2,2006,8,4,6,145000
2007,Geophysical,Earthquake,Ground movement,NA,Japan,37.336,136.588,2007,3,25,2007,3,25,1,250000
2007,Meteorological,Storm,Tropical cyclone,NA,Madagascar,-14.84,49.94,2007,3,15,2007,3,17,80,240000
2007,Meteorological,Storm,Tropical cyclone,NA,New Zealand,-35.35,173.98,2007,3,29,2007,3,31,NA,NA
2007,Geophysical,Earthquake,Tsunami,NA,Solomon Islands,-8.466,157.043,2007,4,1,2007,4,1,52,NA
2007,Hydrological,Flood,Riverine flood,NA,Sri Lanka,6.71,80.95,2007,1,12,2007,1,14,18,NA
2007,Hydrological,Flood,Riverine flood,NA,Peru,-11.47,-74.46,2007,1,21,2007,2,10,17,NA
2007,Hydrological,Flood,Riverine flood,NA,Philippines (the),7.71,125.22,2007,1,10,2007,1,24,9,4080
2007,Hydrological,Flood,Flash flood,NA,Thailand,7.44,99.65,2007,4,14,2007,4,15,38,NA
2007,Hydrological,Flood,Riverine flood,NA,Yemen,15.1,43.88,2007,1,1,2007,1,4,7,NA
2007,Hydrological,Flood,Riverine flood,NA,Mozambique,-17.47,35.15,2007,1,17,2007,2,NA,29,71000
2007,Hydrological,Flood,Coastal flood,NA,Madagascar,-18.49,46.34,2007,2,8,2007,2,8,7,NA
2007,Hydrological,Flood,Riverine flood,NA,Malawi,-17.47,35.15,2007,1,8,2007,1,8,2,NA
2007,Hydrological,Flood,Riverine flood,NA,Malawi,-10.62,32.59,2007,1,20,2007,3,10,NA,NA
2007,Hydrological,Flood,Riverine flood,NA,Malaysia,2.19,103.37,2007,1,11,2007,2,1,17,605000
2007,Hydrological,Flood,Riverine flood,NA,Namibia,12.95,24.37,2007,1,10,2007,5,10,7,NA
2007,Hydrological,Flood,Riverine flood,NA,Rwanda,-1.73,29.48,2007,2,3,2007,2,16,10,9
2007,Hydrological,Flood,Riverine flood,NA,Uruguay,-31.99,-59.12,2007,3,20,2007,4,27,NA,NA
2007,Hydrological,Flood,Riverine flood,NA,United States of America (the),34.88,-90.07,2007,1,15,2007,1,25,24,NA
2007,Hydrological,Flood,Flash flood,NA,Yemen,16.57,49.13,2007,3,23,2007,3,30,36,NA
2006,Hydrological,Flood,Riverine flood,NA,Congo (the Democratic Republic of the),-4.36,16.17,2006,4,8,2006,4,27,1,NA
2007,Hydrological,Flood,Riverine flood,NA,China,36.68,119.23,2007,7,18,2007,7,22,83,329000
2007,Meteorological,Storm,Tropical cyclone,NA,Dominican Republic (the),18.53,-70.06,2007,10,28,2007,11,2,129,77700
2007,Meteorological,Storm,Tropical cyclone,NA,Dominican Republic (the),18.93,-71.03,2007,12,11,2007,12,17,33,45000
2007,Meteorological,Storm,Tropical cyclone,NA,Guatemala,14.62,-83.64,2007,9,4,2007,9,12,NA,NA
2007,Meteorological,Storm,Tropical cyclone,NA,Honduras,14.62,-83.64,2007,9,4,2007,9,12,1,6579
2007,Meteorological,Storm,Tropical cyclone,NA,Cuba,18.53,-70.06,2007,10,28,2007,11,2,1,500000
2007,Meteorological,Storm,NA,NA,France,43.3,-0.47,2007,5,25,2007,5,27,1,NA
2007,Hydrological,Flood,Flash flood,NA,Australia,-32.87,151.38,2007,6,8,2007,6,12,9,1300000
2007,Hydrological,Flood,Flash flood,NA,China,30.28,107.78,2007,5,24,2007,5,26,43,78000
2007,Hydrological,Flood,Riverine flood,NA,Bangladesh,22.4,91.95,2007,6,11,2007,6,12,120,14000
2007,Hydrological,Flood,Riverine flood,NA,Bangladesh,23.92,91.23,2007,7,21,2007,8,3,1110,100000
2007,Hydrological,Flood,Riverine flood,NA,Brazil,-22.72,-43.42,2007,10,24,2007,10,27,6,NA
2007,Geophysical,Earthquake,Ground movement,NA,Barbados,14.944,-61.274,2007,11,29,2007,11,29,NA,NA
2007,Hydrological,Flood,Riverine flood,NA,China,24.1,100.16,2007,7,18,2007,8,3,170,40000
2007,Hydrological,Flood,Riverine flood,NA,China,43.09,88.21,2007,7,14,2007,8,3,29,80000
2007,Hydrological,Flood,Riverine flood,NA,China,-1.8,116.72,2007,8,31,2007,9,2,11,26000
2007,Hydrological,Flood,Riverine flood,NA,China,27.72,104.07,2007,8,22,2007,8,27,17,5500
2007,Hydrological,Flood,Riverine flood,NA,Colombia,8.38,-75.59,2007,3,6,2007,9,30,146,NA
2007,Hydrological,Flood,Riverine flood,NA,Colombia,7.38,-75.43,2007,5,19,2007,6,12,13,NA
2007,Hydrological,Flood,Riverine flood,NA,Colombia,4.5,-75.21,2007,4,26,2007,5,1,24,NA
2007,Hydrological,Flood,Riverine flood,NA,Costa Rica,10.98,-85.44,2007,10,12,2007,10,26,19,80000
2007,Hydrological,Flood,Riverine flood,NA,Guatemala,14.6,-90.49,2007,9,22,2007,9,24,11,NA
2007,Hydrological,Flood,Riverine flood,NA,Haiti,19.55,-71.05,2007,5,30,2007,6,3,2,NA
2007,Hydrological,Flood,Riverine flood,NA,Indonesia,-1.74,121.49,2007,7,22,2007,8,7,88,NA
2007,Hydrological,Flood,Riverine flood,NA,Indonesia,-7.54,111.33,2007,12,25,2007,12,NA,127,NA
2007,Hydrological,Flood,NA,NA,Indonesia,-1.08,116.72,2007,9,2,2007,9,4,4,NA
2007,Hydrological,Flood,Flash flood,NA,India,14.94,78.16,2007,6,22,2007,7,4,127,NA
2007,Hydrological,Flood,Riverine flood,NA,India,31.24,76.53,2007,8,12,2007,8,17,76,NA
2007,Geophysical,Earthquake,Tsunami,NA,Chile,-45.243,-72.648,2007,4,21,2007,4,21,10,NA
2007,Geophysical,Earthquake,Ground movement,NA,Indonesia,-4.438,101.367,2007,9,12,2007,9,12,25,500000
2007,Hydrological,Flood,Riverine flood,NA,Bolivia (Plurinational State of),-17.66,-65.3,2007,12,15,2008,2,20,75,500000
2007,Hydrological,Flood,Riverine flood,NA,United Kingdom of Great Britain and Northern Ireland (the),52.52,-0.76,2007,6,15,2007,6,21,1,448000
2007,Hydrological,Flood,Flash flood,NA,Algeria,34.95,5.79,2007,9,21,2007,9,24,18,29500
2007,Hydrological,Flood,Riverine flood,NA,United Kingdom of Great Britain and Northern Ireland (the),52.07,-2.1,2007,7,20,2007,7,24,7,4000000
2007,Meteorological,Storm,Tropical cyclone,NA,Australia,-13.67,131.92,2007,3,2,2007,3,16,2,100000
2007,Meteorological,Storm,Tropical cyclone,NA,Bangladesh,22.61,90.15,2007,11,15,2007,11,19,4234,2300000
2007,Meteorological,Storm,Tropical cyclone,NA,Bahamas (the),18.53,-70.06,2007,10,28,2007,11,2,1,NA
2007,Meteorological,Storm,Tropical cyclone,NA,Dominican Republic (the),14.64,-61.02,2007,8,21,2007,8,24,1,40000
2007,Meteorological,Storm,Tropical cyclone,NA,Haiti,14.64,-61.02,2007,8,18,2007,8,24,9,NA
2007,Meteorological,Storm,Tropical cyclone,NA,Haiti,18.53,-70.06,2007,10,28,2007,11,2,90,NA
2007,Meteorological,Storm,Tropical cyclone,NA,Haiti,18.93,-71.03,2007,12,11,2007,12,17,3,NA
2007,Hydrological,Flood,Riverine flood,NA,Zambia,-12.95,24.37,2007,1,10,2007,5,10,4,NA
2007,Hydrological,Flood,Riverine flood,NA,Zambia,-10.62,32.59,2007,1,20,2007,3,10,NA,NA
2007,Hydrological,Flood,Flash flood,NA,Afghanistan,36.52,70.6,2007,5,14,2007,5,18,23,NA
2007,Hydrological,Flood,Flash flood,NA,Afghanistan,37.01,70.73,2007,4,23,2007,5,4,36,NA
2007,Hydrological,Flood,Flash flood,NA,Afghanistan,34.53,66.13,2007,7,15,2007,7,17,9,NA
2007,Hydrological,Flood,Riverine flood,NA,Afghanistan,36.29,68.85,2007,5,5,2007,5,7,10,NA
2007,Hydrological,Flood,Riverine flood,NA,Afghanistan,35.28,71.14,2007,6,24,2007,7,3,113,NA
2007,Hydrological,Flood,Riverine flood,NA,Burkina Faso,11.45,-4.39,2007,7,26,2007,10,10,52,NA
2007,Hydrological,Flood,Riverine flood,NA,Bulgaria,42.52,24.5,2007,5,22,2007,6,6,2,NA
2007,Hydrological,Flood,Riverine flood,NA,Bulgaria,41.74,25.62,2007,11,16,2007,11,21,2,NA
2007,Geophysical,Earthquake,Ground movement,NA,Brazil,-15.048,-44.231,2007,12,9,2007,12,9,1,NA
2007,Hydrological,Flood,NA,NA,Brazil,-30.25,-52.67,2007,9,24,2007,9,30,4,NA
2007,Hydrological,Flood,Riverine flood,NA,Canada,54.18,-125.03,2007,6,6,2007,6,11,NA,NA
2007,Geophysical,Earthquake,Ground movement,NA,Chile,-22.247,-69.89,2007,11,14,2007,11,14,2,100000
